521816,8418,777,1041
312940,34360,282,2698
1137938,2928,1170,2994
441539,2855,303,207
133975,1456,92,955
866903,20155,1336,3554
103981,3250,101,363
2372757,141478,7633,11593
1046256,4331,350,551
1389767,12413,1323,1144
72169,1697,95,714
11162,81,5,26
14592,181,31,71
770773,51500,585,3760
98793,1028,51,220
4167511,70130,7297,19103
54489,566,30,43
32284,134,10,91
1583985,28117,1754,7542
1917979,85520,1401,13253
1456100,60349,1018,3252
19496639,464077,33969,34684
839473,3497,465,0
74851,298,99,75
106831,537,9,63
1518921,65519,2543,4123
696564,6750,298,1007
279609,5875,230,1435
2258594,116424,1703,8218
1022750,40957,1146,4086
242455,804,165,683
78417,2580,84,201
289562,7308,197,339
212211,3996,229,1134
640425,25613,388,4776
30851,176,70,381
45878,1915,49,148
1273718,17446,5777,2742
64946,4632,55,847
2019673,56451,410,2069
325921,11841,340,928
1671764,5823,259,734
134527,973,18,131
229795,11344,248,1181
2166127,90576,985,17373
184486,8511,154,1335
120171,4821,121,465
432877,12894,414,1461
240137,12298,554,2044
775666,22997,1719,2658
44830,391,15,208
44769,2636,45,120
111194,4753,86,340
3758620,147598,1788,7908
87316,3121,90,300
69415,10673,28,967
2682383,5868,1124,1088
2309878,121433,2210,11722
182338,7399,544,2567
764433,28628,611,2183
90855,447,218,1287
12061,163,44,43
207643,2054,47,164
255786,7520,582,616
584775,13064,110,363
116055,1298,7,88
132098,547,12,107
201056,20539,129,2309
123752,430,11,103
297151,14891,704,1352
287017,6382,143,518
66890,470,5,42
13088725,152522,3728,6546
186925,10704,189,1382
1396686,39600,530,3784
815100,16704,2650,2221
2123895,40479,1362,4661
7205566,83018,1694,4758
241868,120,33,68
653088,61992,235,3549
212393,10018,144,596
216293,13050,63,483
181824,6416,180,510
207382,1522,11,123
65363,660,3,84
192465,2035,73,142
7076,7,26,17
